SKU,Name,Collection,Category,Gender,Color,Url
8886960800,,N.B BOYS       ,One-piece,N.B BOYS       ,Sky Blue,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/8886960800-1.JPG
8886976800,,N.B BOYS       ,One-piece,N.B BOYS       ,Yellow,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/8886976800-1.JPG
8886979996,,N.B BOYS       ,One-piece,N.B BOYS       ,Green,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/8886979996-1.JPG
9251680200,,BABY BOYS ACCES,Accessories,BABY BOYS ACCES,Black,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9251680200-4.JPG
9493110100,,BABY GIRL ACCES,Accessories,BABY GIRL ACCES,White,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9493110100-3.JPG
9493120100,,BABY GIRL ACCES,Accessories,BABY GIRL ACCES,White,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9493120100-2.JPG
9493133701,,BABY GIRL ACCES,Accessories,BABY GIRL ACCES,Light Smoke Pink,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9493133701-1.JPG
9493150500,,BABY BOYS ACCES,Accessories,BABY BOYS ACCES,Grey Melange,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9493150500-1.JPG
9493161199,,BABY BOYS ACCES,Accessories,BABY BOYS ACCES,Light Jeans,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9493161199-1.JPG
9820532599,,BABY GIRL ACCES,Accessories,BABY GIRL ACCES,Light Fuchsia,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9820532599-2.JPG
9820540200,,BABY BOYS ACCES,Accessories,BABY BOYS ACCES,Black,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9820540200-1.JPG
9820551085,,BABY BOYS ACCES,Accessories,BABY BOYS ACCES,Dark Navy,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9820551085-1.JPG
9820577400,,BABY GIRL ACCES,Accessories,BABY GIRL ACCES,Light Turquoise,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9820577400-2.JPG
9912619400,,BABY GIRL ACCES,Accessories,BABY GIRL ACCES,Off White,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9912619400-2.JPG
9912621199,,BABY GIRL ACCES,Accessories,BABY GIRL ACCES,Light Jeans,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9912621199-1.JPG
9912639956,,BABY GIRL ACCES,Accessories,BABY GIRL ACCES,Silver,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9912639956-1.JPG
9912641000,,BABY BOYS ACCES,Accessories,BABY BOYS ACCES,Navy,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9912641000-1.JPG
9912652599,,BABY GIRL ACCES,Accessories,BABY GIRL ACCES,Light Fuchsia,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9912652599-1.JPG
9912661800,,BABY BOYS ACCES,Accessories,BABY BOYS ACCES,Light Green,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9912661800-1.JPG
9912671100,,BABY BOYS ACCES,Accessories,BABY BOYS ACCES,Petrol Blue,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9912671100-1.JPG
9961481085,,GIRLS          ,Accessories,GIRLS          ,Dark Navy,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/996148-1.JPG
9961520100,,GIRLS          ,Accessories,GIRLS          ,White,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9961520100-2.JPG
9961560100,,GIRLS          ,Accessories,GIRLS          ,White,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9961560100-1.JPG
9961571000,,BOYS           ,Accessories,BOYS           ,Navy,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9961571000-2.JPG
9961590700,,BOYS           ,Accessories,BOYS           ,Dark Melange,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/99615907-1.JPG
9961601000,,BOYS           ,Accessories,BOYS           ,Navy,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9961601000-1.JPG
9961681085,,GIRLS          ,Accessories,GIRLS          ,Dark Navy,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/996168-2.JPG
9961690100,,GIRLS          ,Accessories,GIRLS          ,White,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/996169-1.JPG
9973475999,,BABY-BOYS      ,Accessories,BABY-BOYS      ,Ice Grey,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9973475999-1.JPG
9973501085,,BABY-BOYS      ,Accessories,BABY-BOYS      ,Dark Navy,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9973501085-2.JPG
9973513900,,BABY-GIRL      ,Accessories,BABY-GIRL      ,Pink Bazooka,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9973513900-1.JPG
9973520800,,BABY-GIRL      ,Accessories,BABY-GIRL      ,Sky Blue,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9973520800-2.JPG
9973571085,,BABY-GIRL      ,Accessories,BABY-GIRL      ,Dark Navy,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9973571085-1.JPG
9973581100,,BABY-BOYS      ,Accessories,BABY-BOYS      ,Petrol Blue,https://wtdm.s3-ap-southeast-1.amazonaws.com/03_Prod/Fox/SS20_FTP/9973581100-2.JPG
